"","Entry","Group","Length","topMotifSum","canoSum","phosSum","KSum"
"1989","P55017","canon",1021,1,1,2,0
"1990","P55039","canon",364,1,1,1,0
"1991","P55073","canon",304,2,2,1,0
"1992","P55212","canon",293,2,2,1,0
"1993","P55265","canon",1226,2,2,2,0
"1994","P55268","canon",1798,2,2,2,0
"1995","P55283","canon",916,2,2,3,0
"1996","P55290","canon",713,3,3,1,0
"1997","P56159","canon",465,1,1,2,0
"1998","P56377","canon",157,1,1,1,0
"1999","P56524","canon",1084,3,3,3,0
"2000","P56559","canon",192,1,1,1,0
"2001","P56705","canon",351,1,1,1,0
"2002","P56937","canon",341,2,2,2,0
"2003","P57081","canon",412,2,2,2,0
"2004","P57082","canon",545,2,2,1,0
"2005","P57679","canon",992,5,5,7,0
"2006","P57764","canon",484,1,1,2,0
"2007","P58499","canon",235,1,1,1,0
"2008","P58505","canon",322,4,4,1,0
"2009","P58658","canon",441,3,3,2,0
"2010","P59533","canon",333,1,1,1,0
"2011","P59541","canon",319,1,1,1,0
"2012","P59780","canon",193,1,1,1,0
"2013","P59796","canon",221,1,1,1,0
"2014","P60509","canon",514,2,2,1,0
"2015","P61018","canon",213,1,1,1,0
"2016","P61081","canon",183,1,1,1,0
"2017","P61106","canon",215,1,1,1,0
"2018","P61266","canon",288,1,1,1,0
"2019","P61565","canon",698,2,2,2,0
"2020","P61566","canon",588,2,2,1,0
"2021","P61567","canon",588,2,2,1,0
"2022","P61570","canon",661,1,1,2,0
"2023","P61758","canon",197,1,1,1,0
"2024","P61812","canon",414,2,2,3,0
"2025","P62081","canon",194,1,1,2,0
"2026","P62280","canon",158,1,1,1,0
"2027","P62312","canon",80,1,1,1,0
"2028","P62683","canon",666,1,1,1,0
"2029","P62684","canon",666,1,1,1,0
"2030","P62685","canon",647,1,1,1,0
"2031","P62714","canon",309,1,1,1,0
"2032","P62753","canon",249,1,1,2,0
"2033","P62760","canon",191,1,1,1,0
"2034","P63130","canon",666,1,1,1,0
"2035","P63145","canon",666,1,1,1,0
"2036","P63208","canon",163,3,3,1,0
"2037","P63218","canon",68,1,1,1,0
"2038","P67775","canon",309,1,1,1,0
"2039","P68431","canon",136,1,1,1,0
"2040","P78312","canon",1265,3,3,2,0
"2041","P78364","canon",1004,1,1,1,0
"2042","P78368","canon",415,1,1,3,0
"2043","P78385","canon",493,1,1,1,0
"2044","P78386","canon",507,1,1,1,0
"2045","P78504","canon",1218,1,1,1,0
"2046","P78509","canon",3460,2,2,7,0
"2047","P78537","canon",153,2,2,1,0
"2048","P78540","canon",354,1,1,1,0
"2049","P81274","canon",684,2,2,6,0
"2050","P81408","canon",668,1,1,3,0
"2051","P82279","canon",1406,2,2,3,0
"2052","P82650","canon",360,1,1,1,0
"2053","P84243","canon",136,1,1,1,0
"2054","P85037","canon",733,1,1,1,0
"2055","P85298","canon",464,2,2,1,0
"2056","P86452","canon",979,1,1,2,0
"2057","P87889","canon",666,1,1,1,0
"2058","P98088","canon",5654,3,3,9,0
"2059","P98187","canon",520,1,1,2,0
"2060","Q00013","canon",466,2,2,1,0
"2061","Q00169","canon",270,1,1,1,0
"2062","Q01344","canon",420,1,1,2,0
"2063","Q01664","canon",338,2,2,2,0
"2064","Q02080","canon",365,1,1,1,0
"2065","Q02153","canon",619,1,1,1,0
"2066","Q02218","canon",1023,3,3,1,0
"2067","Q02252","canon",535,1,1,3,0
"2068","Q02388","canon",2944,1,1,6,0
"2069","Q02413","canon",1049,2,2,2,0
"2070","Q02556","canon",426,2,2,4,0
"2071","Q03154","canon",408,1,1,3,0
"2072","Q03519","canon",686,4,4,1,0
"2073","Q04912","canon",1400,1,1,2,0
"2074","Q05048","canon",431,1,1,2,0
"2075","Q05586","canon",938,2,2,1,0
"2076","Q05923","canon",314,1,1,1,0
"2077","Q05C16","canon",580,1,1,2,0
"2078","Q05D32","canon",466,1,1,2,0
"2079","Q06187","canon",659,1,1,1,0
"2080","Q06418","canon",890,1,1,1,0
"2081","Q06455","canon",604,2,2,1,0
"2082","Q07001","canon",517,1,1,1,0
"2083","Q07021","canon",282,1,1,1,0
"2084","Q07960","canon",439,3,3,2,0
"2085","Q08050","canon",763,1,1,2,0
"2086","Q08211","canon",1270,4,4,3,0
"2087","Q08380","canon",585,1,1,2,0
"2088","Q08431","canon",387,1,1,1,0
"2089","Q08830","canon",312,1,1,1,0
"2090","Q08881","canon",620,1,1,1,0
"2091","Q08AI8","canon",447,1,1,1,0
"2092","Q08AN1","canon",781,1,1,2,0
"2093","Q0VDF9","canon",509,1,1,2,0
"2094","Q12841","canon",308,2,2,1,0
"2095","Q12846","canon",297,1,1,3,0
"2096","Q12866","canon",999,1,1,2,0
"2097","Q12888","canon",1972,4,4,2,0
"2098","Q12906","canon",894,1,1,2,0
"2099","Q12933","canon",501,2,2,1,0
"2100","Q13002","canon",908,2,2,1,0
"2101","Q13011","canon",328,2,2,1,0
"2102","Q13115","canon",394,1,1,1,0
"2103","Q13207","canon",712,1,1,1,0
"2104","Q13214","canon",749,1,1,2,0
"2105","Q13228","canon",472,1,1,1,0
"2106","Q13263","canon",835,3,3,1,0
"2107","Q13283","canon",466,4,4,2,0
"2108","Q13291","canon",335,1,1,1,0
"2109","Q13309","canon",424,1,1,3,0
"2110","Q13368","canon",585,2,2,2,0
"2111","Q13405","canon",166,1,1,1,0
"2112","Q13418","canon",452,2,2,1,0
"2113","Q13444","canon",863,2,2,2,0
"2114","Q13449","canon",338,1,1,3,0
"2115","Q13488","canon",830,1,1,2,0
"2116","Q13489","canon",604,3,3,1,0
"2117","Q13503","canon",144,1,1,1,0
"2118","Q13568","canon",498,3,3,1,0
"2119","Q13591","canon",1074,1,1,2,0
"2120","Q13615","canon",1198,3,3,3,0
"2121","Q13630","canon",321,1,1,1,0
"2122","Q13635","canon",1447,1,1,3,0
"2123","Q13724","canon",837,1,1,1,0
"2124","Q13753","canon",1193,2,2,6,0
"2125","Q14011","canon",172,2,2,1,0
"2126","Q14137","canon",746,1,1,2,0
"2127","Q14154","canon",515,1,1,1,0
"2128","Q14157","canon",1087,2,2,1,0
"2129","Q14159","canon",915,1,1,2,0
"2130","Q14160","canon",1630,5,5,4,0
"2131","Q14165","canon",292,1,1,1,0
"2132","Q14249","canon",297,1,1,1,0
"2133","Q14289","canon",1009,2,2,2,0
"2134","Q14296","canon",549,3,3,1,0
"2135","Q14314","canon",439,1,1,1,0
"2136","Q14393","canon",721,2,2,1,0
"2137","Q14397","canon",625,2,2,1,0
"2138","Q14511","canon",834,4,4,1,0
"2139","Q14525","canon",404,1,1,1,0
"2140","Q14533","canon",505,1,1,1,0
"2141","Q14585","canon",488,2,2,2,0
"2142","Q14586","canon",743,1,1,2,0
"2143","Q14623","canon",411,1,1,1,0
"2144","Q14671","canon",1186,4,4,1,0
"2145","Q14674","canon",2120,1,1,5,0
"2146","Q14676","canon",2089,1,1,2,0
"2147","Q14697","canon",944,1,1,2,0
"2148","Q14766","canon",1721,1,1,3,0
"2149","Q14929","canon",603,1,1,5,0
"2150","Q14978","canon",699,1,1,1,0
"2151","Q14982","canon",345,1,1,1,0
"2152","Q14999","canon",1698,7,7,2,0
"2153","Q14CN2","canon",919,1,1,2,0
"2154","Q14CN4","canon",511,2,2,1,0
"2155","Q15011","canon",391,1,1,1,0
"2156","Q15021","canon",1401,2,2,6,0
"2157","Q15031","canon",903,3,3,4,0
"2158","Q15032","canon",1099,2,2,2,0
"2159","Q15126","canon",192,1,1,1,0
"2160","Q15198","canon",375,1,1,2,0
"2161","Q15323","canon",416,1,1,1,0
"2162","Q15326","canon",602,2,2,3,0
"2163","Q15389","canon",498,2,2,2,0
"2164","Q15438","canon",398,2,2,1,0
"2165","Q15486","canon",140,1,1,2,0
"2166","Q15562","canon",447,3,3,1,0
"2167","Q15572","canon",869,1,1,2,0
"2168","Q15637","canon",639,1,1,1,0
"2169","Q15672","canon",202,1,1,2,0
"2170","Q15771","canon",203,1,1,1,0
"2171","Q15776","canon",578,2,2,1,0
"2172","Q15818","canon",432,1,1,1,0
"2173","Q15853","canon",346,2,2,2,0
"2174","Q15884","canon",450,1,1,1,0
"2175","Q16514","canon",161,2,2,1,0
"2176","Q16584","canon",847,3,3,1,0
"2177","Q16594","canon",264,1,1,3,0
"2178","Q16610","canon",540,2,2,1,0
"2179","Q16650","canon",682,1,1,2,0
"2180","Q16695","canon",136,1,1,1,0
"2181","Q16720","canon",1220,1,1,5,0
"2182","Q16819","canon",746,1,1,4,0
"2183","Q16821","canon",1122,3,3,2,0
"2184","Q16822","canon",640,1,1,1,0
"2185","Q16850","canon",503,2,2,1,0
"2186","Q16851","canon",508,2,2,2,0
"2187","Q16853","canon",763,1,1,6,0
"2188","Q16854","canon",277,2,2,1,0
"2189","Q17RC7","canon",722,3,3,1,0
"2190","Q17RG1","canon",926,1,1,3,0
"2191","Q17RP2","canon",521,2,2,2,0
"2192","Q19AV6","canon",140,1,1,1,0
"2193","Q29980","canon",383,2,2,2,0
"2194","Q2M1Z3","canon",1444,2,2,2,0
"2195","Q2M218","canon",657,2,2,4,0
"2196","Q2M243","canon",656,1,1,1,0
"2197","Q2M3X9","canon",581,1,1,3,0
"2198","Q2MJR0","canon",410,1,1,1,0
"2199","Q2MV58","canon",587,2,2,1,0
"2200","Q2NKJ3","canon",1217,1,1,4,0
"2201","Q2NL68","canon",480,1,1,1,0
"2202","Q2QL34","canon",196,1,1,1,0
"2203","Q2TAK8","canon",710,2,2,3,0
"2204","Q2TAL5","canon",461,1,1,3,0
"2205","Q2TAL6","canon",325,1,1,1,0
"2206","Q2VPJ9","canon",315,1,1,2,0
"2207","Q2VWA4","canon",1001,2,2,1,0
"2208","Q2VY69","canon",593,1,1,1,0
"2209","Q2WGJ6","canon",581,3,3,2,0
"2210","Q33E94","canon",735,1,1,2,0
"2211","Q3KP66","canon",663,1,1,1,0
"2212","Q3KQU3","canon",841,6,6,1,0
"2213","Q3KRA9","canon",238,1,1,1,0
"2214","Q3LFD5","canon",358,2,2,3,0
"2215","Q3MIP1","canon",535,1,1,1,0
"2216","Q3MJ40","canon",725,1,1,3,0
"2217","Q3SY00","canon",556,4,4,3,0
"2218","Q3SY17","canon",297,2,2,1,0
"2219","Q3SY56","canon",376,1,1,1,0
"2220","Q3SY69","canon",923,1,1,1,0
"2221","Q3SY84","canon",523,3,3,2,0
"2222","Q3SYC2","canon",334,1,1,2,0
"2223","Q3ZCT8","canon",623,3,3,2,0
"2224","Q495B1","canon",522,2,2,2,0
"2225","Q49MI3","canon",558,2,2,1,0
"2226","Q4G112","canon",596,1,1,1,0
"2227","Q4J6C6","canon",727,1,1,1,0
"2228","Q4KMP7","canon",808,1,1,1,0
"2229","Q4LEZ3","canon",155,1,1,1,0
"2230","Q4V348","canon",819,1,1,3,0
"2231","Q4V9L6","canon",283,1,1,1,0
"2232","Q4VXF1","canon",159,2,2,2,0
"2233","Q53EL9","canon",994,1,1,2,0
"2234","Q53GI3","canon",561,3,3,2,0
"2235","Q53GL7","canon",1025,3,3,1,0
"2236","Q53HC9","canon",387,1,1,1,0
"2237","Q53QZ3","canon",475,1,1,2,0
"2238","Q58DX5","canon",795,1,1,3,0
"2239","Q59EK9","canon",446,1,1,1,0
"2240","Q5BKT4","canon",473,1,1,1,0
"2241","Q5CZA5","canon",627,1,1,1,0
"2242","Q5D862","canon",2391,1,1,1,0
"2243","Q5DID0","canon",1318,1,1,2,0
"2244","Q5EBM0","canon",449,1,1,1,0
"2245","Q5FWF7","canon",155,1,1,2,0
"2246","Q5FYA8","canon",562,1,1,1,0
"2247","Q5GFL6","canon",755,1,1,1,0
"2248","Q5H8C1","canon",2179,2,2,7,0
"2249","Q5HYW2","canon",709,1,1,1,0
"2250","Q5I7T1","canon",473,1,1,1,0
"2251","Q5JQC9","canon",854,3,3,2,0
"2252","Q5JRS4","canon",329,1,1,1,0
"2253","Q5JRX3","canon",1037,4,4,3,0
"2254","Q5JS37","canon",347,1,1,1,0
"2255","Q5JXC2","canon",388,1,1,1,0
"2256","Q5JZY3","canon",1008,1,1,2,0
"2257","Q5MJ68","canon",293,1,1,1,0
"2258","Q5NUL3","canon",377,1,1,3,0
"2259","Q5QJ38","canon",904,6,6,1,0
"2260","Q5QJ74","canon",424,2,2,2,0
"2261","Q5RGS3","canon",127,1,1,1,0
"2262","Q5SQQ9","canon",334,1,1,1,0
"2263","Q5SW24","canon",774,1,1,5,0
"2264","Q5SWL7","canon",426,3,3,2,0
"2265","Q5SZD4","canon",288,1,1,1,0
"2266","Q5T0B9","canon",420,1,1,3,0
"2267","Q5T1N1","canon",836,4,4,2,0
"2268","Q5T2N8","canon",411,1,1,3,0
"2269","Q5T2Q4","canon",361,1,1,1,0
"2270","Q5T4J0","canon",391,1,1,1,0
"2271","Q5T6F0","canon",453,2,2,1,0
"2272","Q5T7N8","canon",215,3,3,1,0
"2273","Q5T7P6","canon",136,1,1,1,0
"2274","Q5T9A4","canon",648,1,1,2,0
"2275","Q5TAH2","canon",1124,1,1,2,0
"2276","Q5TC63","canon",336,1,1,3,0
"2277","Q5TEJ8","canon",643,1,1,2,0
"2278","Q5TF21","canon",947,4,4,1,0
"2279","Q5TG92","canon",126,1,1,1,0
"2280","Q5TIA1","canon",1274,2,2,6,0
"2281","Q5VTJ3","canon",777,1,1,1,0
"2282","Q5VTY9","canon",493,1,1,1,0
"2283","Q5VUB5","canon",890,3,3,1,0
"2284","Q5VUM1","canon",108,1,1,1,0
"2285","Q5VV41","canon",709,2,2,2,0
"2286","Q5VV43","canon",1072,2,2,3,0
"2287","Q5VVQ6","canon",348,1,1,1,0
"2288","Q5VW32","canon",411,1,1,2,0
"2289","Q5VWK5","canon",629,1,1,2,0
"2290","Q5VWP2","canon",391,3,3,2,0
"2291","Q5VXU3","canon",224,1,1,1,0
"2292","Q5VYJ5","canon",2156,1,1,3,0
"2293","Q5VZR2","canon",741,2,2,1,0
"2294","Q5W064","canon",366,1,1,1,0
"2295","Q5W0U4","canon",402,4,4,1,0
"2296","Q5XG99","canon",296,1,1,1,0
"2297","Q5XKE5","canon",535,2,2,3,0
"2298","Q63HQ2","canon",1017,1,1,1,0
"2299","Q63ZY3","canon",851,1,1,3,0
"2300","Q641Q3","canon",311,1,1,3,0
"2301","Q658Y4","canon",838,2,2,2,0
"2302","Q66K66","canon",360,1,1,2,0
"2303","Q674X7","canon",775,4,4,2,0
"2304","Q67FW5","canon",361,1,1,1,0
"2305","Q68CQ1","canon",1323,1,1,2,0
"2306","Q68CZ2","canon",1445,1,1,3,0
"2307","Q68DE3","canon",2245,2,2,5,0
"2308","Q68EN5","canon",471,1,1,1,0
"2309","Q68J44","canon",220,1,1,1,0
"2310","Q69384","canon",699,2,2,2,0
"2311","Q69YN2","canon",538,1,1,1,0
"2312","Q6A162","canon",431,1,1,1,0
"2313","Q6A163","canon",491,1,1,2,0
"2314","Q6A555","canon",127,1,1,2,0
"2315","Q6DKJ4","canon",435,1,1,1,0
"2316","Q6DN72","canon",434,2,2,1,0
"2317","Q6EBC2","canon",164,1,1,1,0
"2318","Q6EMK4","canon",673,2,2,1,0
"2319","Q6FI81","canon",312,2,2,1,0
"2320","Q6H9L7","canon",571,1,1,1,0
"2321","Q6HA08","canon",431,2,2,1,0
"2322","Q6IAA8","canon",161,1,1,1,0
"2323","Q6IB77","canon",296,1,1,1,0
"2324","Q6IBW4","canon",605,2,2,1,0
"2325","Q6ICC9","canon",239,1,1,1,0
"2326","Q6IEE7","canon",984,1,1,3,0
"2327","Q6IFG1","canon",317,1,1,1,0
"2328","Q6IPT2","canon",247,2,2,1,0
"2329","Q6IPT4","canon",315,1,1,1,0
"2330","Q6ISB3","canon",625,1,1,2,0
"2331","Q6JBY9","canon",416,2,2,1,0
"2332","Q6KB66","canon",452,3,3,5,0
"2333","Q6L9W6","canon",998,4,4,4,0
"2334","Q6MZP7","canon",749,1,1,4,0
"2335","Q6MZQ0","canon",368,1,1,1,0
"2336","Q6NSI4","canon",855,3,3,1,0
"2337","Q6NSJ0","canon",714,1,1,1,0
"2338","Q6NTF9","canon",364,1,1,2,0
"2339","Q6NV74","canon",962,1,1,1,0
"2340","Q6NW34","canon",567,2,2,2,0
"2341","Q6NXT2","canon",135,1,1,1,0
"2342","Q6P047","canon",294,4,4,1,0
"2343","Q6P1N9","canon",297,1,1,1,0
"2344","Q6P2D0","canon",407,1,1,4,0
"2345","Q6P2D8","canon",792,1,1,1,0
"2346","Q6P2H8","canon",277,1,1,1,0
"2347","Q6P387","canon",395,1,1,1,0
"2348","Q6P435","canon",159,1,1,1,0
"2349","Q6P4E1","canon",433,3,3,1,0
"2350","Q6P597","canon",504,1,1,2,0
"2351","Q6P656","canon",301,1,1,1,0
"2352","Q6P7N7","canon",255,1,1,1,0
"2353","Q6P988","canon",496,2,2,2,0
"2354","Q6P9G9","canon",518,3,3,2,0
"2355","Q6PCB7","canon",646,1,1,4,0
"2356","Q6PDB4","canon",577,1,1,1,0
"2357","Q6PEZ8","canon",512,2,2,2,0
"2358","Q6PFW1","canon",1433,3,3,3,0
"2359","Q6PHR2","canon",472,5,5,1,0
"2360","Q6PI73","canon",481,1,1,1,0
"2361","Q6PIJ6","canon",1188,2,2,1,0
"2362","Q6PIL6","canon",250,1,1,1,0
"2363","Q6QEF8","canon",472,1,1,1,0
"2364","Q6RFH5","canon",385,1,1,2,0
"2365","Q6S8J7","canon",498,2,2,2,0
"2366","Q6SZW1","canon",724,2,2,2,0
"2367","Q6UVK1","canon",2322,2,2,4,0
"2368","Q6UW68","canon",189,1,1,1,0
"2369","Q6UWY5","canon",402,1,1,4,0
"2370","Q6UX65","canon",266,1,1,2,0
"2371","Q6UX73","canon",402,1,1,1,0
"2372","Q6UXI7","canon",678,1,1,1,0
"2373","Q6UXK5","canon",716,1,1,1,0
"2374","Q6UY01","canon",552,1,1,1,0
"2375","Q6UY14","canon",1074,1,1,1,0
"2376","Q6UY18","canon",593,4,4,2,0
"2377","Q6WRI0","canon",2623,3,3,5,0
"2378","Q6XZB0","canon",460,1,1,3,0
"2379","Q6ZMD2","canon",512,1,1,3,0
"2380","Q6ZMM2","canon",481,2,2,2,0
"2381","Q6ZMS4","canon",543,1,1,1,0
"2382","Q6ZMU5","canon",477,2,2,1,0
"2383","Q6ZMZ0","canon",732,2,2,2,0
"2384","Q6ZN01","canon",415,1,1,3,0
"2385","Q6ZN44","canon",842,2,2,1,0
"2386","Q6ZN79","canon",300,1,1,1,0
"2387","Q6ZNA1","canon",936,1,1,3,0
"2388","Q6ZNW5","canon",385,2,2,1,0
"2389","Q6ZP65","canon",573,7,7,2,0
"2390","Q6ZPD9","canon",716,1,1,1,0
"2391","Q6ZR62","canon",310,1,1,1,0
"2392","Q6ZSA7","canon",311,1,1,1,0
"2393","Q6ZSB9","canon",765,2,2,2,0
"2394","Q6ZTQ4","canon",885,1,1,4,0
"2395","Q6ZUB1","canon",1445,2,2,2,0
"2396","Q6ZUV0","canon",252,1,1,1,0
"2397","Q6ZW76","canon",656,2,2,2,0
"2398","Q702N8","canon",1843,3,3,1,0
"2399","Q70HW3","canon",274,1,1,1,0
"2400","Q70IA6","canon",237,1,1,1,0
"2401","Q70JA7","canon",882,1,1,2,0
"2402","Q71DI3","canon",136,1,1,1,0
"2403","Q71RC2","canon",724,1,1,1,0
"2404","Q75VX8","canon",874,1,1,2,0
"2405","Q76KP1","canon",1039,1,1,1,0
"2406","Q76N32","canon",757,1,1,2,0
"2407","Q7L2Z9","canon",268,2,2,1,0
"2408","Q7L4E1","canon",593,2,2,3,0
"2409","Q7L591","canon",496,1,1,1,0
"2410","Q7L8S5","canon",288,2,2,1,0
"2411","Q7LBE3","canon",791,1,1,3,0
"2412","Q7RTX7","canon",472,1,1,1,0
"2413","Q7Z2K8","canon",1008,1,1,1,0
"2414","Q7Z304","canon",686,1,1,1,0
"2415","Q7Z388","canon",723,1,1,1,0
"2416","Q7Z3J2","canon",963,1,1,2,0
"2417","Q7Z3Z2","canon",195,1,1,3,0
"2418","Q7Z404","canon",712,1,1,1,0
"2419","Q7Z407","canon",3707,2,2,4,0
"2420","Q7Z410","canon",1059,1,1,1,0
"2421","Q7Z4G1","canon",85,1,1,1,0
"2422","Q7Z5H3","canon",698,1,1,1,0
"2423","Q7Z5M5","canon",1100,1,1,1,0
"2424","Q7Z5W3","canon",292,1,1,1,0
"2425","Q7Z794","canon",578,2,2,2,0
"2426","Q7Z7C7","canon",330,1,1,1,0
"2427","Q7Z7G0","canon",1075,1,1,4,0
"2428","Q7Z7G1","canon",428,2,2,2,0
"2429","Q7Z7H5","canon",227,1,1,1,0
"2430","Q7Z7L1","canon",901,5,5,2,0
"2431","Q86SQ9","canon",333,2,2,2,0
"2432","Q86TP1","canon",453,3,3,1,0
"2433","Q86U28","canon",154,3,3,1,0
"2434","Q86U38","canon",636,4,4,1,0
"2435","Q86U44","canon",580,1,1,2,0
"2436","Q86UA1","canon",669,4,4,1,0
"2437","Q86UN2","canon",441,1,1,1,0
"2438","Q86UT5","canon",571,1,1,2,0
"2439","Q86UT6","canon",975,1,1,2,0
"2440","Q86UU5","canon",652,1,1,2,0
"2441","Q86UW1","canon",340,1,1,1,0
"2442","Q86UX7","canon",667,1,1,1,0
"2443","Q86UY5","canon",434,1,1,1,0
"2444","Q86V15","canon",1759,1,1,3,0
"2445","Q86V71","canon",674,1,1,1,0
"2446","Q86V87","canon",743,1,1,1,0
"2447","Q86VH5","canon",581,1,1,2,0
"2448","Q86VP3","canon",889,1,1,4,0
"2449","Q86VR2","canon",466,1,1,1,0
"2450","Q86VR7","canon",867,1,1,1,0
"2451","Q86VW0","canon",696,3,3,2,0
"2452","Q86VW1","canon",577,1,1,1,0
"2453","Q86VY4","canon",417,1,1,1,0
"2454","Q86W28","canon",1048,2,2,1,0
"2455","Q86WI1","canon",4243,2,2,8,0
"2456","Q86WK9","canon",346,2,2,1,0
"2457","Q86WN1","canon",690,5,5,1,0
"2458","Q86WU2","canon",507,1,1,1,0
"2459","Q86X40","canon",367,1,1,1,0
"2460","Q86X83","canon",199,1,1,2,0
"2461","Q86XR2","canon",697,2,2,4,0
"2462","Q86Y25","canon",554,1,1,1,0
"2463","Q86Y33","canon",519,1,1,2,0
"2464","Q86Y46","canon",540,2,2,3,0
"2465","Q86Y56","canon",855,3,3,1,0
"2466","Q86Y82","canon",276,3,3,1,0
"2467","Q86YG4","canon",428,1,1,2,0
"2468","Q86YR5","canon",675,1,1,4,0
"2469","Q86YS6","canon",212,1,1,1,0
"2470","Q86YV5","canon",1406,3,3,2,0
"2471","Q86Z20","canon",511,2,2,2,0
"2472","Q8IUC4","canon",686,2,2,2,0
"2473","Q8IUH5","canon",632,1,1,1,0
"2474","Q8IUH8","canon",684,1,1,1,0
"2475","Q8IUM7","canon",802,1,1,2,0
"2476","Q8IUR6","canon",639,2,2,1,0
"2477","Q8IV36","canon",788,2,2,2,0
"2478","Q8IVB4","canon",645,1,1,1,0
"2479","Q8IVD9","canon",361,2,2,1,0
"2480","Q8IVL8","canon",374,1,1,1,0
"2481","Q8IVN8","canon",264,1,1,1,0
"2482","Q8IVT2","canon",679,3,3,1,0
"2483","Q8IVT5","canon",923,2,2,1,0
"2484","Q8IVW6","canon",561,2,2,2,0
"2485","Q8IVW8","canon",549,1,1,1,0
"2486","Q8IW93","canon",802,4,4,3,0
"2487","Q8IWF2","canon",684,1,1,1,0
"2488","Q8IWF6","canon",608,2,2,3,0
"2489","Q8IWU6","canon",871,3,3,2,0
"2490","Q8IXT5","canon",1001,3,3,2,0
"2491","Q8IY33","canon",904,1,1,1,0
"2492","Q8IYD2","canon",350,1,1,1,0
"2493","Q8IYG6","canon",542,1,1,2,0
"2494","Q8IYJ3","canon",562,1,1,1,0
"2495","Q8IYK2","canon",499,2,2,1,0
"2496","Q8IYM0","canon",893,3,3,4,0
"2497","Q8IYM2","canon",578,2,2,2,0
"2498","Q8IYS4","canon",520,1,1,1,0
"2499","Q8IYW5","canon",571,3,3,3,0
"2500","Q8IZ26","canon",560,1,1,2,0
"2501","Q8IZ40","canon",523,1,1,3,0
"2502","Q8IZ52","canon",775,1,1,1,0
"2503","Q8IZ69","canon",625,4,4,1,0
"2504","Q8IZ81","canon",293,1,1,2,0
"2505","Q8IZA0","canon",1049,2,2,2,0
"2506","Q8IZC4","canon",609,3,3,1,0
"2507","Q8IZD2","canon",1858,1,1,3,0
"2508","Q8IZF5","canon",1079,2,2,1,0
"2509","Q8IZI9","canon",196,1,1,1,0
"2510","Q8IZJ0","canon",200,1,1,2,0
"2511","Q8IZJ1","canon",945,1,1,2,0
"2512","Q8IZJ3","canon",1885,1,1,2,0
"2513","Q8IZK6","canon",566,2,2,2,0
"2514","Q8IZQ8","canon",938,1,1,1,0
"2515","Q8IZS5","canon",231,1,1,1,0
"2516","Q8IZU8","canon",1212,1,1,1,0
"2517","Q8N0S6","canon",344,1,1,2,0
"2518","Q8N0V5","canon",402,1,1,1,0
"2519","Q8N0W3","canon",1084,2,2,2,0
"2520","Q8N0Z3","canon",855,5,5,3,0
"2521","Q8N122","canon",1335,3,3,1,0
"2522","Q8N137","canon",903,3,3,3,0
"2523","Q8N140","canon",333,1,1,1,0
"2524","Q8N1E2","canon",194,1,1,1,0
"2525","Q8N1F8","canon",1099,2,2,3,0
"2526","Q8N1N4","canon",520,1,1,2,0
"2527","Q8N239","canon",644,1,1,1,0
"2528","Q8N264","canon",748,2,2,1,0
"2529","Q8N271","canon",834,2,2,1,0
"2530","Q8N392","canon",663,5,5,5,0
"2531","Q8N398","canon",1253,1,1,2,0
"2532","Q8N3C7","canon",705,2,2,1,0
"2533","Q8N3Y1","canon",598,2,2,1,0
"2534","Q8N412","canon",459,1,1,2,0
"2535","Q8N423","canon",598,1,1,1,0
"2536","Q8N4E7","canon",242,1,1,2,0
"2537","Q8N4T0","canon",437,1,1,1,0
"2538","Q8N4Y2","canon",399,2,2,1,0
"2539","Q8N5A5","canon",531,1,1,1,0
"2540","Q8N5J4","canon",248,1,1,1,0
"2541","Q8N5S1","canon",370,1,1,1,0
"2542","Q8N612","canon",972,1,1,1,0
"2543","Q8N6L0","canon",562,2,2,1,0
"2544","Q8N6M0","canon",293,5,5,1,0
"2545","Q8N6R0","canon",699,1,1,2,0
"2546","Q8N7M0","canon",179,1,1,1,0
"2547","Q8N7M2","canon",679,1,1,1,0
"2548","Q8N7R7","canon",359,1,1,1,0
"2549","Q8N7S6","canon",290,1,1,1,0
"2550","Q8N7W2","canon",519,1,1,2,0
"2551","Q8N883","canon",585,1,1,3,0
"2552","Q8N8A6","canon",666,2,2,2,0
"2553","Q8N8Y2","canon",350,1,1,1,0
"2554","Q8N944","canon",861,1,1,1,0
"2555","Q8N954","canon",259,1,1,2,0
"2556","Q8N961","canon",1025,2,2,3,0
"2557","Q8N988","canon",423,1,1,1,0
"2558","Q8N9K5","canon",539,2,2,2,0
"2559","Q8N9L9","canon",421,1,1,1,0
"2560","Q8N9N2","canon",400,1,1,1,0
"2561","Q8N9N5","canon",519,1,1,1,0
"2562","Q8N9P0","canon",234,1,1,1,0
"2563","Q8N9S9","canon",440,1,1,2,0
"2564","Q8N9Z0","canon",462,1,1,1,0
"2565","Q8NA31","canon",727,1,1,2,0
"2566","Q8NA72","canon",575,2,2,2,0
"2567","Q8NB49","canon",1132,1,1,1,0
"2568","Q8NBH2","canon",561,3,3,3,0
"2569","Q8NBM8","canon",494,2,2,2,0
"2570","Q8NBS3","canon",891,2,2,1,0
"2571","Q8NBT0","canon",407,1,1,1,0
"2572","Q8NBT2","canon",197,2,2,2,0
"2573","Q8NBV8","canon",401,1,1,1,0
"2574","Q8NC38","canon",126,1,1,2,0
"2575","Q8NCL4","canon",622,1,1,1,0
