"","Entry","Status","Length"
"17821","Q9H2S6","reviewed",317
"17822","P63316","reviewed",161
"17823","P48788","reviewed",182
"17824","P19429","reviewed",210
"17825","P45378","reviewed",269
"17826","Q9Y6Q6","reviewed",616
"17827","Q8NFQ8","reviewed",470
"17828","P06753","reviewed",285
"17829","O14773","reviewed",563
"17830","Q9BW30","reviewed",176
"17831","Q6ZUI0","reviewed",275
"17832","Q5T0D9","reviewed",272
"17833","O00463","reviewed",557
"17834","Q9Y4K3","reviewed",522
"17835","O60296","reviewed",914
"17836","Q6P9F5","reviewed",258
"17837","Q96DX7","reviewed",344
"17838","Q7Z4K8","reviewed",759
"17839","Q96A61","reviewed",297
"17840","Q9BYV2","reviewed",358
"17841","Q8NG06","reviewed",486
"17842","Q8IWR1","reviewed",403
"17843","Q5EBN2","reviewed",209
"17844","Q9BVG3","reviewed",475
"17845","A6NK02","reviewed",468
"17846","Q9C040","reviewed",744
"17847","Q9C037","reviewed",500
"17848","Q8N7C3","reviewed",387
"17849","O75962","reviewed",3097
"17850","Q14669","reviewed",1992
"17851","Q9UJA5","reviewed",497
"17852","Q9HCF6","reviewed",1732
"17853","Q9UHF7","reviewed",1281
"17854","Q9Y5S1","reviewed",764
"17855","Q96A04","reviewed",125
"17856","Q96PP4","reviewed",275
"17857","Q8WUA8","reviewed",353
"17858","Q969D9","reviewed",159
"17859","A1L157","reviewed",253
"17860","O95859","reviewed",305
"17861","Q96QS1","reviewed",320
"17862","O14817","reviewed",238
"17863","Q2NL82","reviewed",804
"17864","Q9UJK0","reviewed",312
"17865","Q6SA08","reviewed",328
"17866","Q5T7W7","reviewed",516
"17867","Q86VY4","reviewed",417
"17868","Q7Z4L5","reviewed",1316
"17869","P08582","reviewed",738
"17870","P03986","reviewed",189
"17871","P36406","reviewed",574
"17872","Q14258","reviewed",630
"17873","Q9BZY9","reviewed",425
"17874","Q13049","reviewed",653
"17875","Q9BYJ4","reviewed",488
"17876","Q96BQ3","reviewed",446
"17877","Q9BSJ1","reviewed",452
"17878","A6NGJ6","reviewed",449
"17879","Q6AZZ1","reviewed",485
"17880","I1YAP6","reviewed",450
"17881","Q7L0X0","reviewed",811
"17882","Q9UJV3","reviewed",735
"17883","Q9C029","reviewed",511
"17884","Q15650","reviewed",581
"17885","Q15654","reviewed",476
"17886","Q96GJ1","reviewed",504
"17887","Q8IYL2","reviewed",757
"17888","Q32P41","reviewed",509
"17889","Q9UBN4","reviewed",977
"17890","Q86TN4","reviewed",253
"17891","Q9NNW7","reviewed",524
"17892","Q7RTX1","reviewed",841
"17893","Q8TE23","reviewed",839
"17894","P98066","reviewed",277
"17895","P01222","reviewed",138
"17896","P0C672","reviewed",248
"17897","O60635","reviewed",241
"17898","Q86UF1","reviewed",283
"17899","P62079","reviewed",268
"17900","P19075","reviewed",237
"17901","Q99598","reviewed",290
"17902","P0CW00","reviewed",308
"17903","Q9NQE7","reviewed",514
"17904","Q5R3I4","reviewed",469
"17905","P53804","reviewed",2025
"17906","Q8N0Z6","reviewed",440
"17907","Q15361","reviewed",905
"17908","O43156","reviewed",1089
"17909","Q6ZVT0","reviewed",673
"17910","Q9BWV7","reviewed",592
"17911","Q6ZT98","reviewed",887
"17912","Q5BVD1","reviewed",217
"17913","P26651","reviewed",326
"17914","O00294","reviewed",542
"17915","Q9NRJ4","reviewed",1543
"17916","Q2TAM9","reviewed",212
"17917","Q8IXB3","reviewed",177
"17918","P60174","reviewed",286
"17919","P59282","reviewed",170
"17920","Q86W33","reviewed",373
"17921","O14798","reviewed",259
"17922","Q8N609","reviewed",369
"17923","Q9BVS5","reviewed",477
"17924","Q6Q0C0","reviewed",670
"17925","P07204","reviewed",575
"17926","Q9NZC2","reviewed",230
"17927","P0CF51","reviewed",173
"17928","Q9UKU6","reviewed",1024
"17929","O60858","reviewed",407
"17930","O75382","reviewed",744
"17931","Q9C035","reviewed",493
"17932","Q9C030","reviewed",488
"17933","Q9C026","reviewed",710
"17934","Q8N9V2","reviewed",468
"17935","Q629K1","reviewed",86
"17936","Q9NUP7","reviewed",481
"17937","Q9NXH9","reviewed",659
"17938","Q8IZ69","reviewed",625
"17939","Q7Z4N2","reviewed",1603
"17940","Q9BX84","reviewed",2022
"17941","Q9H1D0","reviewed",765
"17942","O95900","reviewed",331
"17943","P07478","reviewed",247
"17944","Q8NHM4","reviewed",247
"17945","Q9BZJ3","reviewed",242
"17946","Q07011","reviewed",255
"17947","Q9H0E2","reviewed",274
"17948","Q8N4H5","reviewed",51
"17949","P11388","reviewed",1531
"17950","Q02880","reviewed",1626
"17951","O95985","reviewed",862
"17952","O15405","reviewed",576
"17953","O94900","reviewed",526
"17954","O75365","reviewed",173
"17955","O75865","reviewed",159
"17956","Q6ZTW0","reviewed",290
"17957","P17752","reviewed",444
"17958","Q9Y5R8","reviewed",145
"17959","Q9Y3C4","reviewed",175
"17960","Q4KMQ1","reviewed",711
"17961","Q8N7U7","reviewed",411
"17962","P12270","reviewed",2363
"17963","O60507","reviewed",370
"17964","O60704","reviewed",377
"17965","Q6XPS3","reviewed",522
"17966","A6NDI0","reviewed",452
"17967","A6NI03","reviewed",449
"17968","Q9BWF2","reviewed",469
"17969","Q15629","reviewed",374
"17970","Q8IYM9","reviewed",498
"17971","Q14134","reviewed",588
"17972","Q9HCM9","reviewed",518
"17973","Q6PJ69","reviewed",517
"17974","Q86WT6","reviewed",500
"17975","Q96RU8","reviewed",372
"17976","Q7Z2T5","reviewed",733
"17977","Q6UXN2","reviewed",200
"17978","P48995","reviewed",793
"17979","Q13507","reviewed",836
"17980","O94759","reviewed",1503
"17981","Q9NQA5","reviewed",729
"17982","Q99595","reviewed",171
"17983","Q5SRD1","reviewed",257
"17984","Q08629","reviewed",439
"17985","Q9BQ16","reviewed",436
"17986","Q02763","reviewed",1124
"17987","Q53EQ6","reviewed",642
"17988","Q9H0I9","reviewed",626
"17989","A6NGC4","reviewed",264
"17990","P31314","reviewed",330
"17991","P0CAT3","reviewed",122
"17992","Q5TGY1","reviewed",634
"17993","Q13445","reviewed",227
"17994","Q9Y3B3","reviewed",224
"17995","Q86X19","reviewed",198
"17996","Q9BTV4","reviewed",400
"17997","Q9NW97","reviewed",253
"17998","Q969K7","reviewed",222
"17999","A0PK05","reviewed",275
"18000","Q5T7P6","reviewed",136
"18001","Q6UXU6","reviewed",159
"18002","Q12767","reviewed",1356
"18003","Q3KNT9","reviewed",176
"18004","Q5BJF2","reviewed",176
"18005","Q9Y2Y6","reviewed",226
"18006","Q9NZR1","reviewed",351
"18007","Q9NZQ9","reviewed",345
"18008","Q9H3S3","reviewed",457
"18009","Q9UNG2","reviewed",199
"18010","Q96KP6","reviewed",325
"18011","Q93096","reviewed",173
"18012","Q8TEL6","reviewed",797
"18013","Q12888","reviewed",1972
"18014","A5PLN9","reviewed",417
"18015","O43399","reviewed",206
"18016","O94811","reviewed",219
"18017","Q9UBN6","reviewed",386
"18018","Q9UI30","reviewed",125
"18019","Q15628","reviewed",312
"18020","A0A5B9","reviewed",178
"18021","Q13061","reviewed",729
"18022","Q9BQ50","reviewed",279
"18023","P02787","reviewed",698
"18024","P02788","reviewed",710
"18025","P03979","reviewed",118
"18026","Q9UDY6","reviewed",481
"18027","Q9C019","reviewed",465
"18028","Q9H8W5","reviewed",580
"18029","Q8IWZ4","reviewed",208
"18030","Q969Q1","reviewed",353
"18031","Q6ZMU5","reviewed",477
"18032","O43715","reviewed",76
"18033","Q96RU7","reviewed",358
"18034","Q96FX7","reviewed",289
"18035","P0DI81","reviewed",140
"18036","Q86SZ2","reviewed",158
"18037","Q9HCN2","reviewed",124
"18038","P40238","reviewed",635
"18039","P29144","reviewed",1249
"18040","Q96Q05","reviewed",1148
"18041","Q9BX59","reviewed",468
"18042","P56180","reviewed",551
"18043","O00220","reviewed",468
"18044","O00300","reviewed",401
"18045","O14545","reviewed",582
"18046","Q12933","reviewed",501
"18047","Q9UPV9","reviewed",953
"18048","Q07283","reviewed",1943
"18049","P20396","reviewed",242
"18050","Q9Y577","reviewed",477
"18051","O15344","reviewed",667
"18052","Q12899","reviewed",539
"18053","O00635","reviewed",465
"18054","Q8IWZ5","reviewed",723
"18055","Q96LD4","reviewed",638
"18056","Q9BRZ2","reviewed",755
"18057","O15016","reviewed",1216
"18058","Q6ZTA4","reviewed",783
"18059","Q86UV7","reviewed",250
"18060","Q9UBP6","reviewed",276
"18061","Q5T2D2","reviewed",321
"18062","P02585","reviewed",160
"18063","O14787","reviewed",897
"18064","Q9Y5U5","reviewed",241
"18065","P20333","reviewed",461
"18066","Q9UPQ9","reviewed",1833
"18067","Q15388","reviewed",145
"18068","O96008","reviewed",361
"18069","Q969P6","reviewed",601
"18070","Q13472","reviewed",1001
"18071","Q96KB5","reviewed",322
"18072","Q8N2E6","reviewed",242
"18073","Q9H497","reviewed",397
"18074","Q12974","reviewed",167
"18075","P48553","reviewed",1259
"18076","O15533","reviewed",448
"18077","Q969Z4","reviewed",430
"18078","Q6ZNB5","reviewed",142
"18079","B7Z8K6","reviewed",153
"18080","P34981","reviewed",398
"18081","Q96F44","reviewed",468
"18082","Q14142","reviewed",442
"18083","O95361","reviewed",564
"18084","P14373","reviewed",513
"18085","Q9UPN9","reviewed",1127
"18086","Q9UPQ4","reviewed",493
"18087","Q9NQ86","reviewed",728
"18088","O94972","reviewed",964
"18089","Q7Z4G4","reviewed",463
"18090","Q96CG3","reviewed",184
"18091","O75663","reviewed",272
"18092","Q8TB96","reviewed",612
"18093","Q5JTD0","reviewed",557
"18094","P20366","reviewed",129
"18095","Q9UHF0","reviewed",121
"18096","B3SHH9","reviewed",223
"18097","Q12893","reviewed",351
"18098","Q9H0C3","reviewed",514
"18099","Q4V9L6","reviewed",283
"18100","Q86T26","reviewed",416
"18101","Q96AN5","reviewed",459
"18102","Q7Z5S9","reviewed",345
"18103","Q6UXP3","reviewed",125
"18104","Q6P9G4","reviewed",183
"18105","Q96B96","reviewed",161
"18106","Q8TC26","reviewed",289
"18107","Q9BSA9","reviewed",504
"18108","Q5HYL7","reviewed",178
"18109","Q66K66","reviewed",360
"18110","Q6ZVM7","reviewed",507
"18111","Q5SNT2","reviewed",666
"18112","Q9BSN7","reviewed",226
"18113","Q6UW68","reviewed",189
"18114","Q9BTX3","reviewed",173
"18115","Q96SK2","reviewed",561
"18116","A6NLX4","reviewed",147
"18117","A6NFC5","reviewed",223
"18118","Q24JQ0","reviewed",296
"18119","A6NEH6","reviewed",219
"18120","P0C7T8","reviewed",217
"18121","E9PQX1","reviewed",116
"18122","Q9UK28","reviewed",342
"18123","Q9NUR3","reviewed",256
"18124","Q8N661","reviewed",226
"18125","A6NKF7","reviewed",163
"18126","O15321","reviewed",606
"18127","Q92544","reviewed",642
"18128","Q8NEW7","reviewed",156
"18129","P0DMS9","reviewed",266
"18130","Q69YG0","reviewed",159
"18131","Q6P2H8","reviewed",277
"18132","Q0P6H9","reviewed",643
"18133","Q6YI46","reviewed",380
"18134","Q96MH6","reviewed",324
"18135","Q5SWH9","reviewed",247
"18136","Q8N394","reviewed",836
"18137","O15417","reviewed",2968
"18138","P50591","reviewed",281
"18139","O14788","reviewed",317
"18140","O43557","reviewed",240
"18141","P01374","reviewed",205
"18142","P41273","reviewed",254
"18143","O95271","reviewed",1327
"18144","P19237","reviewed",187
"18145","Q92973","reviewed",898
"18146","Q9Y5L0","reviewed",923
"18147","Q9NP84","reviewed",129
"18148","Q02223","reviewed",184
"18149","Q93038","reviewed",417
"18150","Q9HAV5","reviewed",297
"18151","Q8NDV7","reviewed",1962
"18152","Q7Z2V1","reviewed",217
"18153","Q96GM8","reviewed",510
"18154","P0DKB5","reviewed",382
"18155","Q7Z392","reviewed",1133
"18156","Q96J77","reviewed",140
"18157","Q5T6R2","reviewed",138
"18158","Q9ULW0","reviewed",747
"18159","Q309B1","reviewed",348
"18160","Q9H4I3","reviewed",376
"18161","Q13077","reviewed",416
"18162","Q13114","reviewed",568
"18163","Q5GJ75","reviewed",292
"18164","P51580","reviewed",245
"18165","O14763","reviewed",440
"18166","P0CI26","reviewed",452
"18167","A6NMA1","reviewed",111
"18168","Q6NT89","reviewed",227
"18169","Q12815","reviewed",778
"18170","Q12816","reviewed",1431
"18171","Q9NZQ8","reviewed",1165
"18172","Q96QT4","reviewed",1865
"18173","Q7Z2W7","reviewed",1104
"18174","Q9NX07","reviewed",287
"18175","P49815","reviewed",1807
"18176","Q8WU66","reviewed",669
"18177","Q9BZW7","reviewed",698
"18178","P16473","reviewed",764
"18179","Q01534","reviewed",308
"18180","Q96PF2","reviewed",358
"18181","Q9BXA6","reviewed",273
"18182","Q8NFU3","reviewed",115
"18183","H0UI37","reviewed",97
"18184","Q96AE7","reviewed",1141
"18185","Q99614","reviewed",292
"18186","Q6PGP7","reviewed",1564
"18187","Q86TZ1","reviewed",520
"18188","Q92623","reviewed",222
"18189","Q14166","reviewed",644
"18190","O95922","reviewed",423
"18191","Q8N841","reviewed",843
"18192","A6PVC2","reviewed",850
"18193","Q9BTX7","reviewed",342
"18194","A6NH52","reviewed",213
"18195","P01737","reviewed",135
"18196","Q6PKC3","reviewed",985
"18197","Q2TAA8","reviewed",658
"18198","Q6R6M4","reviewed",530
"18199","D6RA61","reviewed",530
"18200","P0DN76","reviewed",240
"18201","Q9BXU2","reviewed",312
"18202","O14907","reviewed",124
"18203","Q9BRA2","reviewed",123
"18204","Q8N3L3","reviewed",684
"18205","Q86XW9","reviewed",330
"18206","Q9H3M7","reviewed",391
"18207","O43396","reviewed",289
"18208","P29597","reviewed",1187
"18209","Q06418","reviewed",890
"18210","P17643","reviewed",537
"18211","Q3KQV9","reviewed",507
"18212","Q16222","reviewed",522
"18213","P61077","reviewed",147
"18214","Q8N2K1","reviewed",259
"18215","Q7Z7E8","reviewed",422
"18216","F5GYI3","reviewed",381
"18217","Q8NBM4","reviewed",344
"18218","P35504","reviewed",534
"18219","P19224","reviewed",532
"18220","Q9HAW9","reviewed",530
"18221","Q6UWM9","reviewed",527
"18222","P36537","reviewed",528
"18223","O75795","reviewed",530
"18224","P30530","reviewed",894
"18225","O14795","reviewed",1591
"18226","Q8NB66","reviewed",2214
"18227","Q9H3U1","reviewed",944
"18228","Q9BRT2","reviewed",126
"18229","Q15035","reviewed",370
"18230","Q8WV44","reviewed",630
"18231","P0CI25","reviewed",452
"18232","Q92519","reviewed",343
"18233","Q9UET6","reviewed",329
"18234","Q86YW5","reviewed",311
"18235","O75762","reviewed",1119
"18236","Q9HCX4","reviewed",862
"18237","Q8TD43","reviewed",1214
"18238","Q8NER1","reviewed",839
"18239","Q9Y4A5","reviewed",3859
"18240","Q8WWH5","reviewed",349
"18241","Q16881","reviewed",649
"18242","P07477","reviewed",247
"18243","Q9BY10","reviewed",475
"18244","P30536","reviewed",169
"18245","Q969E8","reviewed",191
"18246","Q53HC9","reviewed",387
"18247","Q9Y5U2","reviewed",329
"18248","Q9BXA7","reviewed",367
"18249","Q9UJ04","reviewed",414
"18250","Q86WT1","reviewed",665
"18251","Q8N584","reviewed",583
"18252","Q6IQ55","reviewed",1244
"18253","Q96N46","reviewed",770
"18254","Q5W5X9","reviewed",447
"18255","Q6P3X3","reviewed",843
"18256","A6NLP5","reviewed",189
"18257","O95801","reviewed",387
"18258","Q86TV6","reviewed",843
"18259","Q9Y4R7","reviewed",772
"18260","Q14679","reviewed",1199
"18261","Q3SXZ7","reviewed",439
"18262","Q8NG68","reviewed",377
"18263","Q9BZ98","reviewed",90
"18264","Q9H313","reviewed",450
"18265","Q9BSA4","reviewed",534
"18266","Q9C0H2","reviewed",523
"18267","Q5TAX3","reviewed",1644
"18268","Q9UPX0","reviewed",1349
"18269","P04435","reviewed",133
"18270","Q9BY14","reviewed",249
"18271","A0A0J9YWL9","reviewed",993
"18272","O95881","reviewed",172
"18273","Q6A555","reviewed",127
"18274","Q86UV6","reviewed",250
"18275","Q9BZR9","reviewed",551
"18276","Q15643","reviewed",1979
"18277","Q9BU70","reviewed",441
"18278","Q8NET8","reviewed",790
"18279","Q9HBA0","reviewed",871
"18280","P35030","reviewed",304
"18281","P20231","reviewed",275
"18282","Q9NRR2","reviewed",321
"18283","Q99816","reviewed",390
"18284","Q92574","reviewed",1164
"18285","Q6ZSZ6","reviewed",1077
"18286","Q96FV3","reviewed",270
"18287","Q96SJ8","reviewed",248
"18288","O75954","reviewed",239
"18289","P0CV99","reviewed",314
"18290","P0CW01","reviewed",314
"18291","Q8N831","reviewed",410
"18292","Q8NDW8","reviewed",1320
"18293","Q6PF05","reviewed",361
"18294","Q5SRH9","reviewed",613
"18295","Q8NBP0","reviewed",860
"18296","P49638","reviewed",278
"18297","P62328","reviewed",44
"18298","O43914","reviewed",113
"18299","P19971","reviewed",482
"18300","A2RUC4","reviewed",315
"18301","A6NIH7","reviewed",251
"18302","A8MUK1","reviewed",530
"18303","P62837","reviewed",147
"18304","P68036","reviewed",154
"18305","Q8WVN8","reviewed",375
"18306","P41226","reviewed",1012
"18307","Q9BSL1","reviewed",405
"18308","O15050","reviewed",2925
"18309","Q96Q11","reviewed",434
"18310","Q9UL62","reviewed",973
"18311","Q9Y210","reviewed",931
"18312","Q9Y606","reviewed",427
"18313","Q96PN8","reviewed",268
"18314","Q9H489","reviewed",355
"18315","Q5TAA0","reviewed",569
"18316","Q8N6N2","reviewed",239
"18317","P50607","reviewed",506
"18318","Q9NNX1","reviewed",390
"18319","O00295","reviewed",520
"18320","O75386","reviewed",442
"18321","Q9GZX9","reviewed",223
"18322","Q8WVJ9","reviewed",160
"18323","O14530","reviewed",226
"18324","P07101","reviewed",528
"18325","C9JVI0","reviewed",530
"18326","D6RJB6","reviewed",530
"18327","Q16560","reviewed",246
"18328","P22314","reviewed",1058
"18329","Q8TBC4","reviewed",463
"18330","Q5T6F2","reviewed",1119
"18331","P61081","reviewed",183
"18332","O15205","reviewed",165
"18333","P63146","reviewed",152
"18334","Q9NPD8","reviewed",197
"18335","Q15386","reviewed",1083
"18336","Q7Z6J8","reviewed",389
"18337","Q14139","reviewed",1066
"18338","O14562","reviewed",309
"18339","Q13454","reviewed",348
"18340","Q9NYZ1","reviewed",205
"18341","Q6IBS0","reviewed",349
"18342","Q6UWH6","reviewed",196
"18343","Q9Y6I9","reviewed",313
"18344","Q9NUQ3","reviewed",528
"18345","Q9NX01","reviewed",149
"18346","Q8N427","reviewed",588
"18347","O14604","reviewed",44
"18348","Q9NUW8","reviewed",608
"18349","O95551","reviewed",362
"18350","Q6IPR3","reviewed",259
"18351","O60294","reviewed",686
"18352","O15391","reviewed",372
"18353","Q13432","reviewed",240
"18354","A6NCW0","reviewed",530
"18355","Q969M7","reviewed",185
"18356","P62256","reviewed",183
"18357","P61086","reviewed",200
"18358","P61088","reviewed",152
"18359","Q9H832","reviewed",354
"18360","P0CB48","reviewed",400
"18361","Q8N7F7","reviewed",174
"18362","Q14694","reviewed",798
"18363","P51784","reviewed",963
"18364","Q9UHP3","reviewed",1055
"18365","Q70CQ3","reviewed",517
"18366","Q8NB14","reviewed",1042
"18367","P62068","reviewed",366
"18368","Q93009","reviewed",1102
"18369","P15374","reviewed",230
"18370","Q96RP3","reviewed",112
"18371","O94874","reviewed",794
"18372","Q6NVU6","reviewed",142
"18373","A0JNW5","reviewed",1464
"18374","Q70J99","reviewed",1090
"18375","Q8IV45","reviewed",518
"18376","Q9H1C4","reviewed",597
"18377","Q8N2C7","reviewed",3258
"18378","O00526","reviewed",184
"18379","Q96NG3","reviewed",672
"18380","Q5I0X7","reviewed",151
"18381","Q6PID6","reviewed",262
"18382","Q8N5M4","reviewed",171
"18383","O75896","reviewed",110
"18384","Q9BZA5","reviewed",131
"18385","P53007","reviewed",311
"18386","P63313","reviewed",44
"18387","P40126","reviewed",519
"18388","Q2T9J0","reviewed",566
"18389","Q6NUM6","reviewed",668
"18390","A6NCW7","reviewed",530
"18391","D6RBQ6","reviewed",530
"18392","Q5VV11","reviewed",94
"18393","Q96LR5","reviewed",201
"18394","P60604","reviewed",165
"18395","P49459","reviewed",152
"18396","Q7Z3V4","reviewed",1068
"18397","Q9Y5Z9","reviewed",338
"18398","Q9NZI7","reviewed",540
"18399","Q9BZL1","reviewed",73
"18400","Q9UMW8","reviewed",372
"18401","A6NNY8","reviewed",438
"18402","Q70CQ2","reviewed",3546
"18403","Q9P275","reviewed",1121
"18404","Q9Y6I4","reviewed",520
"18405","Q9H9J4","reviewed",1324
"18406","Q9H0E7","reviewed",712
"18407","Q13107","reviewed",963
"18408","Q8TF42","reviewed",649
"18409","Q5T124","reviewed",520
"18410","P68543","reviewed",259
"18411","Q92575","reviewed",508
"18412","Q96T88","reviewed",793
"18413","Q13564","reviewed",534
"18414","Q8IYT8","reviewed",1036
"18415","Q6PHR2","reviewed",472
"18416","Q96C45","reviewed",1275
"18417","P11172","reviewed",480
"18418","Q9UPW8","reviewed",1703
"18419","Q9H0U9","reviewed",437
"18420","Q9H2G4","reviewed",693
"18421","Q8N4P2","reviewed",665
"18422","Q5VTQ0","reviewed",682
"18423","Q8NEE8","reviewed",873
"18424","Q6DKK2","reviewed",380
"18425","A2A3L6","reviewed",582
"18426","Q49AM3","reviewed",519
"18427","Q6P2S7","reviewed",1318
"18428","Q9ULT0","reviewed",858
"18429","Q8TAM2","reviewed",541
"18430","P02766","reviewed",147
"18431","P33981","reviewed",857
"18432","Q9BZA0","reviewed",68
"18433","Q5VYS8","reviewed",1495
"18434","Q9P2J2","reviewed",1179
"18435","Q96ET8","reviewed",276
"18436","Q15672","reviewed",202
"18437","Q8TAI1","reviewed",123
"18438","P14679","reviewed",529
"18439","C9JJH3","reviewed",530
"18440","D6RCP7","reviewed",530
"18441","A6NN06","reviewed",94
"18442","Q9NPG3","reviewed",1134
"18443","O94966","reviewed",1318
"18444","Q86T82","reviewed",979
"18445","Q96K76","reviewed",1375
"18446","Q86UV5","reviewed",1035
"18447","P45974","reviewed",858
"18448","P40818","reviewed",1118
"18449","Q9NRR5","reviewed",601
"18450","Q5T4S7","reviewed",5183
"18451","Q9BZV1","reviewed",441
"18452","P55089","reviewed",124
"18453","P25874","reviewed",307
"18454","P0C7P4","reviewed",283
"18455","Q9HAW8","reviewed",530
"18456","P22310","reviewed",534
"18457","Q9Y4X1","reviewed",527
"18458","Q6NUS8","reviewed",523
"18459","P61960","reviewed",85
"18460","Q9NRE2","reviewed",1034
"18461","Q9UJT2","reviewed",592
"18462","O95857","reviewed",204
"18463","O95858","reviewed",294
"18464","O60636","reviewed",221
"18465","P41732","reviewed",249
"18466","Q96NA8","reviewed",513
"18467","P35442","reviewed",1172
"18468","P49746","reviewed",956
"18469","P35443","reviewed",961
"18470","A6NKD2","reviewed",308
"18471","Q8NA56","reviewed",475
"18472","Q8NHH1","reviewed",800
"18473","P04436","reviewed",131
"18474","P04437","reviewed",139
"18475","P01733","reviewed",135
"18476","Q12792","reviewed",350
"18477","O75643","reviewed",2136
"18478","P63279","reviewed",158
"18479","P0CG48","reviewed",685
"18480","Q6ZU65","reviewed",1347
"18481","Q92995","reviewed",863
"18482","Q8NFA0","reviewed",1604
"18483","Q8TEY7","reviewed",942
"18484","Q70EK8","reviewed",1073
"18485","Q70EL1","reviewed",1684
"18486","Q9H347","reviewed",655
"18487","P57075","reviewed",661
"18488","Q9HAW7","reviewed",530
"18489","P16662","reviewed",529
"18490","Q3SY77","reviewed",523
"18491","P54855","reviewed",530
"18492","Q8TAS1","reviewed",419
"18493","Q86VQ6","reviewed",643
"18494","Q15661","reviewed",275
"18495","Q7RTX0","reviewed",852
"18496","P59090","reviewed",65
"18497","Q63HK5","reviewed",1081
"18498","Q9H1Z9","reviewed",355
"18499","Q8NG11","reviewed",270
"18500","Q9UKR8","reviewed",245
"18501","Q12999","reviewed",210
"18502","O60637","reviewed",253
"18503","O43657","reviewed",245
"18504","Q15631","reviewed",228
"18505","P07996","reviewed",1170
"18506","Q9UI38","reviewed",385
"18507","Q5TGU0","reviewed",170
"18508","B1AH88","reviewed",102
"18509","P0CV98","reviewed",308
"18510","Q5TCY1","reviewed",1321
"18511","Q9H892","reviewed",705
"18512","Q96AY4","reviewed",2481
"18513","A8MYJ7","reviewed",566
"18514","Q9UNY4","reviewed",1162
"18515","Q6NXR4","reviewed",508
"18516","A6NNM8","reviewed",815
"18517","Q6EMB2","reviewed",1281
"18518","Q9BZ97","reviewed",58
"18519","Q96J42","reviewed",360
"18520","Q9P2K2","reviewed",825
"18521","P40222","reviewed",546
"18522","P83876","reviewed",142
"18523","P25490","reviewed",414
"18524","Q7RTZ2","reviewed",530
"18525","Q6QN14","reviewed",398
"18526","C9J2P7","reviewed",530
"18527","D6RBM5","reviewed",183
"18528","Q01081","reviewed",240
"18529","P26368","reviewed",475
"18530","Q15696","reviewed",482
"18531","Q15029","reviewed",972
"18532","Q9Y2X8","reviewed",147
"18533","P51965","reviewed",193
"18534","Q9Y385","reviewed",318
"18535","Q8IYN6","reviewed",164
"18536","Q9NZ09","reviewed",502
"18537","O43818","reviewed",475
"18538","Q5XG85","reviewed",94
"18539","Q9BZF9","reviewed",1416
"18540","P51668","reviewed",147
"18541","Q969T4","reviewed",207
"18542","P49427","reviewed",236
"18543","Q15819","reviewed",145
"18544","Q9GZZ9","reviewed",404
"18545","P0CG47","reviewed",229
"18546","Q8WVY7","reviewed",318
"18547","O95164","reviewed",117
"18548","P11441","reviewed",157
"18549","Q9UK80","reviewed",565
"18550","Q9BXU7","reviewed",913
"18551","Q14157","reviewed",1087
"18552","Q70CQ4","reviewed",1352
"18553","Q9P2H5","reviewed",1018
"18554","Q70EL4","reviewed",1123
"18555","Q9UMX0","reviewed",589
"18556","Q8IWV7","reviewed",1749
"18557","Q8IWV8","reviewed",1755
"18558","Q9HAC8","reviewed",227
"18559","Q96LJ8","reviewed",280
"18560","P09936","reviewed",223
"18561","Q9HA47","reviewed",277
"18562","Q96QD9","reviewed",318
"18563","Q96RL1","reviewed",719
"18564","A6NGE7","reviewed",173
"18565","Q14146","reviewed",1524
"18566","Q15849","reviewed",920
"18567","Q5T230","reviewed",341
"18568","Q9Y5J1","reviewed",556
"18569","P63027","reviewed",116
"18570","Q15836","reviewed",100
"18571","Q7L8A9","reviewed",365
"18572","O75348","reviewed",118
"18573","Q99437","reviewed",205
"18574","Q96JH7","reviewed",1222
"18575","Q9NNX9","reviewed",186
"18576","P45880","reviewed",294
"18577","Q86TS7","reviewed",51
"18578","P62253","reviewed",170
"18579","O14933","reviewed",153
"18580","Q712K3","reviewed",238
"18581","Q13404","reviewed",147
"18582","A0AVT1","reviewed",1052
"18583","Q8TB05","reviewed",177
"18584","O00762","reviewed",179
"18585","Q9C0C9","reviewed",1292
"18586","A6NDN8","reviewed",102
"18587","Q96S82","reviewed",380
"18588","O75317","reviewed",370
"18589","P54578","reviewed",494
"18590","Q3LFD5","reviewed",358
"18591","Q9UHD9","reviewed",624
"18592","Q8N806","reviewed",425
"18593","Q14CS0","reviewed",331
"18594","O94888","reviewed",489
"18595","P55851","reviewed",309
"18596","O95847","reviewed",323
"18597","P47985","reviewed",274
"18598","P35503","reviewed",534
"18599","O75310","reviewed",529
"18600","Q9BY64","reviewed",529
"18601","C9JPN9","reviewed",530
"18602","Q9H9P5","reviewed",680
"18603","O00322","reviewed",258
"18604","O75841","reviewed",260
"18605","O75631","reviewed",287
"18606","Q9UKP6","reviewed",389
"18607","P46939","reviewed",3433
"18608","O75379","reviewed",141
"18609","Q9BV40","reviewed",100
"18610","O95670","reviewed",118
"18611","Q9UIW0","reviewed",290
"18612","O43915","reviewed",354
"18613","Q14135","reviewed",290
"18614","Q9BXU3","reviewed",409
"18615","P42681","reviewed",527
"18616","Q86VQ3","reviewed",553
"18617","Q8NBS9","reviewed",432
"18618","P04818","reviewed",313
